pair_id,canonical_none_row_id,paraphrase_row_id,polarity_flip_row_id,canonical_final_label,paraphrase_final_label,polarity_flip_final_label,canonical_claim,paraphrase_claim,polarity_flip_claim,canonical_evidence,paraphrase_evidence,polarity_flip_evidence,canonical_grammar_status,paraphrase_grammar_status,polarity_flip_grammar_status,canonical_reason_codes,paraphrase_reason_codes,polarity_flip_reason_codes,canonical_claim_text_diff_summary,paraphrase_claim_text_diff_summary,polarity_flip_claim_text_diff_summary,canonical_evidence_text_diff_summary,paraphrase_evidence_text_diff_summary,polarity_flip_evidence_text_diff_summary,automatic_root_cause_class,automatic_evidence,human_canonical_semantics,human_paraphrase_semantics,human_polarity_flip_semantics,human_grammar_validity,human_authority_decision,human_notes,source_record_sha256,reviewer_id,review_protocol_version,reviewed_at_utc,authority_recorded_at_utc,human_review_time_provenance,record_origin,review_method,cohort_confirmation_id
generated_fact_231,generated_fact_231__none,generated_fact_231__paraphrase,generated_fact_231__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Ismail Kaya, the regional coordinator, delivered the Meridian initiative 231 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, delivered the Meridian initiative 231 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, delivered the Meridian initiative 231 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, did not delivered the Meridian initiative 231 in Aurora City during May.","During May in Aurora City, Professor Ismail Kaya acting as regional coordinator did not delivered the Meridian initiative 231.","Professor Ismail Kaya, the regional coordinator, delivered the Meridian initiative 231 in Aurora City during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,1111138867d4c86fd77e07495d9233a78ecff3debe0295a22bdc92fb33f4e7f2,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_232,generated_fact_232__none,generated_fact_232__paraphrase,generated_fact_232__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, opened the Meridian initiative 232 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, opened the Meridian initiative 232 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, opened the Meridian initiative 232 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, did not opened the Meridian initiative 232 in Beacon Harbor during July.","During July in Beacon Harbor, Minister Julia Novak acting as operations chief did not opened the Meridian initiative 232.","Minister Julia Novak, the operations chief, opened the Meridian initiative 232 in Beacon Harbor during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,5e7bd7ee5190299f69c5b4aeee494ea22aef4a96d6249a9c8a5184ea5e5d7e9c,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_233,generated_fact_233__none,generated_fact_233__paraphrase,generated_fact_233__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, selected the Meridian initiative 233 in Cedar Point during September.","Engineer Kwame Adu, the project curator, selected the Meridian initiative 233 in Cedar Point during September.","Engineer Kwame Adu, the project curator, selected the Meridian initiative 233 in Cedar Point during September.","Engineer Kwame Adu, the project curator, did not selected the Meridian initiative 233 in Cedar Point during September.","During September in Cedar Point, Engineer Kwame Adu acting as project curator did not selected the Meridian initiative 233.","Engineer Kwame Adu, the project curator, selected the Meridian initiative 233 in Cedar Point during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,75a5c681848490a813aea35f328edf2fa0c0d845c4b66e8f8c4f07f6cd19896e,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_234,generated_fact_234__none,generated_fact_234__paraphrase,generated_fact_234__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, approved the Meridian initiative 234 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, approved the Meridian initiative 234 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, approved the Meridian initiative 234 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, did not approved the Meridian initiative 234 in Delta Bay during November.","During November in Delta Bay, Coordinator Lucia Romano acting as technical adviser did not approved the Meridian initiative 234.","Coordinator Lucia Romano, the technical adviser, approved the Meridian initiative 234 in Delta Bay during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,57fdae63f32849fb35407fc1249e5493414d744fbe5e18084765144a209e2ea6,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_235,generated_fact_235__none,generated_fact_235__paraphrase,generated_fact_235__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, launched the Meridian initiative 235 in Elm Valley during January.","Director Avery Stone, the program director, launched the Meridian initiative 235 in Elm Valley during January.","Director Avery Stone, the program director, launched the Meridian initiative 235 in Elm Valley during January.","Director Avery Stone, the program director, did not launched the Meridian initiative 235 in Elm Valley during January.","During January in Elm Valley, Director Avery Stone acting as program director did not launched the Meridian initiative 235.","Director Avery Stone, the program director, launched the Meridian initiative 235 in Elm Valley during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,23e6e04bab6165dc617073173cdf9b488a372f2329f80b3adc6e360d929faf97,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_236,generated_fact_236__none,generated_fact_236__paraphrase,generated_fact_236__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, restored the Meridian initiative 236 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, restored the Meridian initiative 236 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, restored the Meridian initiative 236 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, did not restored the Meridian initiative 236 in Falcon Ridge during March.","During March in Falcon Ridge, Dr Bianca Flores acting as research lead did not restored the Meridian initiative 236.","Dr Bianca Flores, the research lead, restored the Meridian initiative 236 in Falcon Ridge during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,10d823713ae6958ebd6b7772bc6349bfdd59ea221bfbca639eeaf6aa0a0d2ce3,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_237,generated_fact_237__none,generated_fact_237__paraphrase,generated_fact_237__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Chidi Eze, the regional coordinator, published the Meridian initiative 237 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, published the Meridian initiative 237 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, published the Meridian initiative 237 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, did not published the Meridian initiative 237 in Granite Coast during May.","During May in Granite Coast, Professor Chidi Eze acting as regional coordinator did not published the Meridian initiative 237.","Professor Chidi Eze, the regional coordinator, published the Meridian initiative 237 in Granite Coast during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,83faa4391aa0a7973925304da92bd8e04c1fefbc298fbc9facdda1239fbd627a,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_239,generated_fact_239__none,generated_fact_239__paraphrase,generated_fact_239__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Ethan Brooks, the project curator, opened the Meridian initiative 239 in Aurora City during September.","Engineer Ethan Brooks, the project curator, opened the Meridian initiative 239 in Aurora City during September.","Engineer Ethan Brooks, the project curator, opened the Meridian initiative 239 in Aurora City during September.","Engineer Ethan Brooks, the project curator, did not opened the Meridian initiative 239 in Aurora City during September.","During September in Aurora City, Engineer Ethan Brooks acting as project curator did not opened the Meridian initiative 239.","Engineer Ethan Brooks, the project curator, opened the Meridian initiative 239 in Aurora City during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,d081f123a651a1fffbd669fda3c4e18262a64ae1ea8284b038f9fd95f0e7883c,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_242,generated_fact_242__none,generated_fact_242__paraphrase,generated_fact_242__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, launched the Meridian initiative 242 in Delta Bay during March.","Dr Helena Wu, the research lead, launched the Meridian initiative 242 in Delta Bay during March.","Dr Helena Wu, the research lead, launched the Meridian initiative 242 in Delta Bay during March.","Dr Helena Wu, the research lead, did not launched the Meridian initiative 242 in Delta Bay during March.","During March in Delta Bay, Dr Helena Wu acting as research lead did not launched the Meridian initiative 242.","Dr Helena Wu, the research lead, launched the Meridian initiative 242 in Delta Bay during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,ef31871d1e98cae888156eed7da9cb6a6b79524476b21b6c30cbc002286e8997,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_243,generated_fact_243__none,generated_fact_243__paraphrase,generated_fact_243__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 243 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 243 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 243 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, did not restored the Meridian initiative 243 in Elm Valley during May.","During May in Elm Valley, Professor Ismail Kaya acting as regional coordinator did not restored the Meridian initiative 243.","Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 243 in Elm Valley during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,74b182c5cb46d46b52a9fd95de70f8e005e74feda5ff5e26100571932d0807d6,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_244,generated_fact_244__none,generated_fact_244__paraphrase,generated_fact_244__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, published the Meridian initiative 244 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, published the Meridian initiative 244 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, published the Meridian initiative 244 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, did not published the Meridian initiative 244 in Falcon Ridge during July.","During July in Falcon Ridge, Minister Julia Novak acting as operations chief did not published the Meridian initiative 244.","Minister Julia Novak, the operations chief, published the Meridian initiative 244 in Falcon Ridge during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,d4e4fdedcb9645da201557f976bc1dbdf12ef6ffb620be011246cacfdb43926d,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_245,generated_fact_245__none,generated_fact_245__paraphrase,generated_fact_245__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, delivered the Meridian initiative 245 in Granite Coast during September.","Engineer Kwame Adu, the project curator, delivered the Meridian initiative 245 in Granite Coast during September.","Engineer Kwame Adu, the project curator, delivered the Meridian initiative 245 in Granite Coast during September.","Engineer Kwame Adu, the project curator, did not delivered the Meridian initiative 245 in Granite Coast during September.","During September in Granite Coast, Engineer Kwame Adu acting as project curator did not delivered the Meridian initiative 245.","Engineer Kwame Adu, the project curator, delivered the Meridian initiative 245 in Granite Coast during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,4e0c4ea4b623073d3574ce38caf94e01ce550ac6d722d391fb55705e0ee9250e,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_246,generated_fact_246__none,generated_fact_246__paraphrase,generated_fact_246__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 246 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 246 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 246 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, did not opened the Meridian initiative 246 in Horizon Plains during November.","During November in Horizon Plains, Coordinator Lucia Romano acting as technical adviser did not opened the Meridian initiative 246.","Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 246 in Horizon Plains during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,cebe24972560b40c8a4264c600040cc3ab0f194a2fb6978b988752e1ef07b4de,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_247,generated_fact_247__none,generated_fact_247__paraphrase,generated_fact_247__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, selected the Meridian initiative 247 in Aurora City during January.","Director Avery Stone, the program director, selected the Meridian initiative 247 in Aurora City during January.","Director Avery Stone, the program director, selected the Meridian initiative 247 in Aurora City during January.","Director Avery Stone, the program director, did not selected the Meridian initiative 247 in Aurora City during January.","During January in Aurora City, Director Avery Stone acting as program director did not selected the Meridian initiative 247.","Director Avery Stone, the program director, selected the Meridian initiative 247 in Aurora City during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,4c951ae7626ee32198beceb2483a2318c7965521b178ec6201c44902d36929ff,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_248,generated_fact_248__none,generated_fact_248__paraphrase,generated_fact_248__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, approved the Meridian initiative 248 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, approved the Meridian initiative 248 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, approved the Meridian initiative 248 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, did not approved the Meridian initiative 248 in Beacon Harbor during March.","During March in Beacon Harbor, Dr Bianca Flores acting as research lead did not approved the Meridian initiative 248.","Dr Bianca Flores, the research lead, approved the Meridian initiative 248 in Beacon Harbor during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,a8af6e205035bf48a2cc4b03614b727d46a5b1fec5c9cf5629e9cd5a4f8c5d71,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
