review_instance_id,dataset_native_frame_label,intervention_type,canonical_none_claim,canonical_none_evidence,stage176_cohort,native_frame_prediction,native_frame_logit,native_frame_probability,final_prediction,gold_final_label,frame_head_projection,representation_movement_from_none,stage179_centroid_prediction,stage179_centroid_correct,matched_control_review_instance_id,matched_control_match_level,matched_control_claim,matched_control_evidence,matched_control_native_frame_label,matched_control_final_gold_label,matched_control_frame_prediction,matched_control_frame_logit,matched_control_frame_prob
R180-0059,0,title_name_swap,"Professor Ismail Kaya, the regional coordinator, launched the Meridian initiative 39 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, launched the Meridian initiative 39 in Aurora City during May.",none,0,-1.758588433265686,0.14696721732616425,,NOT_ENTITLED,-3.0684163570404053,2.888528347015381,0,True,,,,,,,,,
R180-0060,0,location_swap,"Engineer Kwame Adu, the project curator, restored the Meridian initiative 89 in Cedar Point during September.","Engineer Kwame Adu, the project curator, restored the Meridian initiative 89 in Cedar Point during September.",none,0,-0.030981462448835373,0.49225524067878723,,NOT_ENTITLED,-0.10947007685899734,1.0334796905517578,0,True,,,,,,,,,
R180-0061,0,event_swap,"Dr Helena Wu, the research lead, published the Meridian initiative 146 in Delta Bay during March.","Dr Helena Wu, the research lead, published the Meridian initiative 146 in Delta Bay during March.",none,0,-1.0056065320968628,0.26784053444862366,,NOT_ENTITLED,-1.7787519693374634,1.855323314666748,0,True,,,,,,,,,
R180-0062,0,title_name_swap,"Engineer Ethan Brooks, the project curator, approved the Meridian initiative 227 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, did not approved the Meridian initiative 227 in Elm Valley during September.",beneficial_correction,0,-0.3468741476535797,0.4141406714916229,SUPPORT,NOT_ENTITLED,-0.6505128145217896,9.275272369384766,0,True,R180-0059,same_intervention_frame_final,"Professor Ismail Kaya, the regional coordinator, launched the Meridian initiative 39 in Aurora City during May.","Engineer Bianca Flores, the regional coordinator, launched the Meridian initiative 39 in Aurora City during May.",0,NOT_ENTITLED,0,-1.758588433265686,0.14696721732616425
R180-0063,0,role_swap,"Director Avery Stone, the program director, restored the Meridian initiative 271 in Aurora City during January.","Director Avery Stone, the program director, did not restored the Meridian initiative 271 in Aurora City during January.",beneficial_correction,0,-0.21598473191261292,0.4462127089500427,SUPPORT,NOT_ENTITLED,-0.42633315920829773,10.306312561035156,0,True,R180-0030,same_intervention_frame_final,"Engineer Kwame Adu, the project curator, launched the Meridian initiative 221 in Granite Coast during September.","Engineer Kwame Adu, the research lead, launched the Meridian initiative 221 in Granite Coast during September.",0,NOT_ENTITLED,0,-0.6172754764556885,0.3504013419151306
R180-0064,1,polarity_flip,"Minister Daria Volkova, the operations chief, opened the Meridian initiative 274 in Delta Bay during July.","Minister Daria Volkova, the operations chief, did not opened the Meridian initiative 274 in Delta Bay during July.",harmful_regression,0,-0.2241073101758957,0.44420644640922546,SUPPORT,SUPPORT,-0.4402449131011963,10.82304573059082,0,False,R180-0056,same_intervention_frame_final,"Professor Chidi Eze, the regional coordinator, approved the Meridian initiative 297 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, approved the Meridian initiative 297 in Cedar Point during May.",1,SUPPORT,1,0.09223845601081848,0.5230432748794556
R180-0065,1,polarity_flip,"Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 78 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 78 in Horizon Plains during November.",none,1,2.3361997604370117,0.9118310809135437,,REFUTE,3.944901943206787,11.337571144104004,1,True,,,,,,,,,
R180-0066,1,polarity_flip,"Engineer Kwame Adu, the project curator, restored the Meridian initiative 257 in Cedar Point during September.","Engineer Kwame Adu, the project curator, did not restored the Meridian initiative 257 in Cedar Point during September.",none,1,0.3320312201976776,0.5822535157203674,,SUPPORT,0.5122771263122559,8.863947868347168,0,False,,,,,,,,,
R180-0067,1,polarity_flip,"Engineer Kwame Adu, the project curator, delivered the Meridian initiative 161 in Cedar Point during September.","Engineer Kwame Adu, the project curator, did not delivered the Meridian initiative 161 in Cedar Point during September.",none,1,0.12521184980869293,0.5312621593475342,,SUPPORT,0.1580488681793213,10.010828971862793,0,False,,,,,,,,,
R180-0068,0,title_name_swap,"Dr Helena Wu, the research lead, published the Meridian initiative 230 in Horizon Plains during March.","Dr Helena Wu, the research lead, did not published the Meridian initiative 230 in Horizon Plains during March.",beneficial_correction,0,-0.19951178133487701,0.4502868354320526,SUPPORT,NOT_ENTITLED,-0.39811912178993225,8.277010917663574,0,True,R180-0034,same_intervention_frame_final,"Dr Bianca Flores, the research lead, approved the Meridian initiative 80 in Beacon Harbor during March.","Minister Gabriel Costa, the research lead, approved the Meridian initiative 80 in Beacon Harbor during March.",0,NOT_ENTITLED,0,-1.6049761772155762,0.16728727519512177
R180-0069,1,polarity_flip,"Minister Daria Volkova, the operations chief, restored the Meridian initiative 166 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, did not restored the Meridian initiative 166 in Horizon Plains during July.",none,1,0.023978974670171738,0.505994439125061,,SUPPORT,-0.015336979180574417,9.011816024780273,0,False,,,,,,,,,
R180-0070,0,location_swap,"Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 75 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 75 in Elm Valley during May.",none,0,-1.2179285287857056,0.22830119729042053,,NOT_ENTITLED,-2.142404794692993,2.5715394020080566,0,True,,,,,,,,,
R180-0071,0,location_swap,"Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 78 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 78 in Horizon Plains during November.",beneficial_correction,0,-0.44093891978263855,0.3915172517299652,SUPPORT,NOT_ENTITLED,-0.8116216659545898,1.7556242942810059,0,True,R180-0009,same_intervention_frame_final,"Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 120 in Beacon Harbor during November.","Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 120 in Elm Valley during November.",0,NOT_ENTITLED,0,-0.47024932503700256,0.38455721735954285
R180-0072,0,location_swap,"Dr Helena Wu, the research lead, published the Meridian initiative 146 in Delta Bay during March.","Dr Helena Wu, the research lead, published the Meridian initiative 146 in Delta Bay during March.",none,0,-0.03204714134335518,0.4919889271259308,,NOT_ENTITLED,-0.11129522323608398,1.130184292793274,0,True,,,,,,,,,
R180-0073,1,none,"Engineer Ethan Brooks, the project curator, published the Meridian initiative 83 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, published the Meridian initiative 83 in Elm Valley during September.",none,1,0.05503981187939644,0.5137564539909363,,SUPPORT,0.03786221146583557,0.0,0,False,,,,,,,,,
R180-0074,1,polarity_flip,"Dr Helena Wu, the research lead, published the Meridian initiative 230 in Horizon Plains during March.","Dr Helena Wu, the research lead, did not published the Meridian initiative 230 in Horizon Plains during March.",harmful_regression,0,-0.455825537443161,0.38797658681869507,SUPPORT,SUPPORT,-0.83711838722229,10.244771003723145,0,False,R180-0066,same_intervention_frame_final,"Engineer Kwame Adu, the project curator, restored the Meridian initiative 257 in Cedar Point during September.","Engineer Kwame Adu, the project curator, restored the Meridian initiative 257 in Cedar Point during September.",1,SUPPORT,1,0.3320312201976776,0.5822535157203674
R180-0075,0,location_swap,"Coordinator Lucia Romano, the technical adviser, restored the Meridian initiative 138 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, restored the Meridian initiative 138 in Delta Bay during November.",none,0,-0.06519772112369537,0.48370635509490967,,NOT_ENTITLED,-0.16807375848293304,1.452921986579895,0,True,,,,,,,,,
R180-0076,1,polarity_flip,"Engineer Ethan Brooks, the project curator, approved the Meridian initiative 227 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, did not approved the Meridian initiative 227 in Elm Valley during September.",none,1,0.36669784784317017,0.590660810470581,,SUPPORT,0.5716521739959717,8.484770774841309,0,False,,,,,,,,,
R180-0077,0,location_swap,"Dr Sofia Marin, the clinic chief, expanded the rural clinic in Valencia during Wednesday.","Dr Sofia Marin, the clinic chief, expanded the rural clinic in Valencia during Wednesday.",beneficial_correction,0,-0.5234662890434265,0.37204205989837646,SUPPORT,NOT_ENTITLED,-0.9529699087142944,0.9161607623100281,0,True,R180-0081,same_intervention_frame_final,"Commander Noah Kim, the mission chief, launched the Aurora satellite in Tanegashima during March.","Commander Noah Kim, the mission chief, launched the Aurora satellite in Wenchang during March.",0,NOT_ENTITLED,0,-0.4329253137111664,0.3934280276298523
R180-0078,0,location_swap,"Dr Bianca Flores, the research lead, approved the Meridian initiative 80 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, approved the Meridian initiative 80 in Beacon Harbor during March.",beneficial_correction,0,-0.21333234012126923,0.44686830043792725,SUPPORT,NOT_ENTITLED,-0.4217902421951294,1.141137957572937,0,True,R180-0004,same_intervention_frame_final,"Dr Bianca Flores, the research lead, selected the Meridian initiative 128 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, selected the Meridian initiative 128 in Elm Valley during March.",0,NOT_ENTITLED,0,-0.11457407474517822,0.4713878035545349
R180-0079,0,location_swap,"Professor Chidi Eze, the regional coordinator, opened the Meridian initiative 225 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, did not opened the Meridian initiative 225 in Cedar Point during May.",beneficial_correction,0,-0.45049211382865906,0.3892437815666199,SUPPORT,NOT_ENTITLED,-0.8279837965965271,11.254966735839844,0,True,R180-0060,same_intervention_frame_final,"Engineer Kwame Adu, the project curator, restored the Meridian initiative 89 in Cedar Point during September.","Engineer Kwame Adu, the project curator, restored the Meridian initiative 89 in Falcon Ridge during September.",0,NOT_ENTITLED,0,-0.030981462448835373,0.49225524067878723
R180-0080,0,location_swap,"Director Gabriel Costa, the program director, approved the Meridian initiative 73 in Cedar Point during January.","Director Gabriel Costa, the program director, approved the Meridian initiative 73 in Cedar Point during January.",none,0,-1.0563161373138428,0.258014053106308,,NOT_ENTITLED,-1.865604281425476,1.1756106615066528,0,True,,,,,,,,,
R180-0081,0,location_swap,"Commander Noah Kim, the mission chief, launched the Aurora satellite in Tanegashima during March.","Commander Noah Kim, the mission chief, launched the Aurora satellite in Tanegashima during March.",none,0,-0.4329253137111664,0.3934280276298523,,NOT_ENTITLED,-0.7978963851928711,1.1600873470306396,0,True,,,,,,,,,
R180-0082,0,entity_swap,"Dr Helena Wu, the research lead, launched the Meridian initiative 158 in Horizon Plains during March.","Dr Helena Wu, the research lead, did not launched the Meridian initiative 158 in Horizon Plains during March.",none,0,-0.8597263693809509,0.2973965108394623,,NOT_ENTITLED,-1.528896689414978,10.272902488708496,0,True,,,,,,,,,
R180-0083,0,location_swap,"Professor Chidi Eze, the regional coordinator, delivered the Meridian initiative 273 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, did not delivered the Meridian initiative 273 in Cedar Point during May.",beneficial_correction,0,-0.490130752325058,0.3798627555370331,SUPPORT,NOT_ENTITLED,-0.8958746194839478,11.27114486694336,0,True,R180-0070,same_intervention_frame_final,"Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 75 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 75 in Horizon Plains during May.",0,NOT_ENTITLED,0,-1.2179285287857056,0.22830119729042053
R180-0084,0,location_swap,"Dr Bianca Flores, the research lead, opened the Meridian initiative 176 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, did not opened the Meridian initiative 176 in Beacon Harbor during March.",beneficial_correction,0,-0.3701755702495575,0.4084985554218292,SUPPORT,NOT_ENTITLED,-0.6904221773147583,10.33349895477295,0,True,R180-0033,same_intervention_frame_final,"Minister Julia Novak, the operations chief, launched the Meridian initiative 172 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, launched the Meridian initiative 172 in Aurora City during July.",0,NOT_ENTITLED,0,-0.8920358419418335,0.2906898856163025
R180-0085,0,role_swap,"Dr Bianca Flores, the research lead, opened the Meridian initiative 176 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, did not opened the Meridian initiative 176 in Beacon Harbor during March.",none,0,-0.32469800114631653,0.4195312559604645,,NOT_ENTITLED,-0.6125307679176331,10.25861644744873,0,True,,,,,,,,,
R180-0086,0,title_name_swap,"Dr Helena Wu, the research lead, restored the Meridian initiative 110 in Horizon Plains during March.","Dr Helena Wu, the research lead, restored the Meridian initiative 110 in Horizon Plains during March.",none,0,-0.15054723620414734,0.4624340832233429,,NOT_ENTITLED,-0.3142552971839905,3.6704022884368896,0,True,,,,,,,,,
