error_type,id,line_no,gold_label,final_pred,base_pred,claim,evidence,has_digit,has_year,has_temporal_word,has_comparison_word,has_negation
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_4186,681,NOT_ENTITLED,SUPPORT,SUPPORT,The audience is in the background of the music video Shallow .,"The video features scenes from the film , where both Gaga and Cooper 's characters performed onstage in front of a large group of audience .",False,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_3645,807,NOT_ENTITLED,SUPPORT,SUPPORT,Scary Movie 2 was well received by the audience and was a box office hit .,"Despite mixed reviews from critics , Scary Movie 2 was a box office success , grossing $ 141.2 million worldwide from a $ 45 million budget.",True,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_41652,377,NOT_ENTITLED,SUPPORT,SUPPORT,The `` bury your gays '' is a metaphor used when LGBTQ characters are killed off in TV series .,"The character is killed off during the first season , which was criticized by some as following the `` bury your gays '' trope .",False,False,True,True,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_40452,758,NOT_ENTITLED,SUPPORT,SUPPORT,"Presently , the great majority of Libya ’ s inhabitants are Arabic-speaking Muslims of mixed descent .","Today , the majority of Libyans are Arabized Berbers , with many also tracing their ancestry to the Banu Sulaym tribe , beside Turkish and purely Berber ethnicities .",False,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_10803,416,NOT_ENTITLED,SUPPORT,SUPPORT,Hasbro is a subsidiary of AT & T 's WarnerMedia that has a minor ownership of Discovery Family .,"Discovery Family is an American digital cable and satellite television channel owned by Discovery Inc. , with a minority ownership held by AT & T 's WarnerMedia though Hasbro .",False,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_10149,924,NOT_ENTITLED,SUPPORT,SUPPORT,"Garrett Clark Borns is better known for his stage name , Børns Palmito .","Garrett Clark Borns ( born January 7 , 1992 ) , better known by his stage name Børns ( stylized as BØRNS ) , is an American singer and songwriter from Grand Haven , Michigan .",True,True,True,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_26159,462,NOT_ENTITLED,SUPPORT,SUPPORT,Some critics believe that the film The Perfect Score is a remake of the 1990s Irish film How To Cheat In The Leaving Certificate .,"It has similarities to other high school movies , including The Breakfast Club and Dazed and Confused , which are often referenced throughout the film .",True,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_8928,337,NOT_ENTITLED,SUPPORT,SUPPORT,John Aldridge signed to play in Kenny Dalglish 's Liverpool .,"He signed for Kenny Dalglish 's side on 27 January 1987 for £750,000 and cut his teeth with the club as a partner for Rush ( filling a position previously occupied by player-manager Dalglish and fellow striker Paul Walsh ) .",True,True,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_31041,490,NOT_ENTITLED,SUPPORT,SUPPORT,A video of a woman eating a bat was shown by media outlets such as Daily Mail and RT to spread misinformation about the origin of the 2019-20 coronavirus .,"Some media , including Daily Mail and RT , spread misinformation that the cause of the virus was people eating bats in Wuhan .",True,True,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_14231,425,NOT_ENTITLED,SUPPORT,SUPPORT,Eminem released the freestyle Campaign Speech in 2016 .,"Em 's longtime manager , Paul Rosenberg , said this of Astray : `` Keep an eye out for him ! `` On October 19 , Eminem released an eight-minute freestyle called `` Campaign Speech '' and announced that he was working on a new studio album .",True,True,True,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_12187,325,NOT_ENTITLED,SUPPORT,SUPPORT,"Kimi Räikkönen stood on the podium during the 2003 , 2005 , 2007 , 2008 , 2009 , 2012 , 2013 , 2017 , 2018 Hungarian Grand Prix events .","Räikkönen solely holds the record for the most podiums at the same Grand Prix ( 9 ) , which he has achieved at the Hungarian Grand Prix . (",True,True,True,True,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_16936,700,NOT_ENTITLED,SUPPORT,SUPPORT,The Texas Chainsaw Massacre is the 8th highest-grossing horror franchise and has made $ 304.6 million .,"When comparing The Texas Chainsaw Massacre to the other top-grossing horror film franchises - A Nightmare on Elm Street , Child 's Play , Friday the 13th , Halloween , the Hannibal Lecter series , Psycho , Saw , and Scream - and adjusting for the",True,False,True,True,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_10235,132,NOT_ENTITLED,SUPPORT,SUPPORT,The Bury F.C . 's opening league match that was suspended was in the 2019/20 season .,"Satisfactory proof was not provided , and on 29 July the club 's opening league match of the season ( against MK Dons at Gigg Lane ) was suspended , as were four more league games and an EFL Cup tie , that was awarded to Sheffield Wednesday .",True,True,False,True,True
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_11038,301,NOT_ENTITLED,SUPPORT,SUPPORT,"Ewan MacColl was born in Broughton , Salford in Lancashire , North West England .","He collaborated with Littlewood in the theatre , and with Seeger in folk music. MacColl was born as James Henry Miller at 4 Andrew Street , in Broughton , Salford in North West England , to Scottish parents , William Miller and Betsy ( née Henry ) , both socialists .",True,False,True,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_1298,69,NOT_ENTITLED,REFUTE,REFUTE,The budget allocated to Temper was 350 million .,The film was made on a budget of 35 crore .,True,False,False,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_35623,61,NOT_ENTITLED,REFUTE,REFUTE,Life is an R-rated film starring Murphy that premiered in 1999 .,It is Murphy 's first R-rated film since 1999.,True,True,True,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_41160,117,NOT_ENTITLED,REFUTE,REFUTE,"The new Electro is Francine Frye , late Maxwell Dillon 's revived girlfriend .",He ended up encountering the new Electro .,False,False,False,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_15421,647,NOT_ENTITLED,REFUTE,REFUTE,The Predator grossed more than $ 97 million worldwide .,The film received mixed reviews from critics and has grossed over $ 96 million worldwide.,True,False,False,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_34274,933,NOT_ENTITLED,REFUTE,REFUTE,"By April 23 , 2020 Italy had tested around 1,052,000 people for coronavirus .","By 23 April , Italy had conducted about 1,580,000 tests for the virus .",True,True,False,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_26326,290,NOT_ENTITLED,REFUTE,REFUTE,"In Thor : Ragnarok , Korg and Miek are aliens .","They then liberate the other gladiators who , led by Korg and Miek , stage a revolution .",False,False,False,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_29485,500,NOT_ENTITLED,REFUTE,REFUTE,The first coronavirus related death occurred on January 9th .,"As of Jan. 27 , 2020 , approximately 4,600 cases have been confirmed and about 106 deaths , all in China .",True,True,False,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_34929,163,NOT_ENTITLED,REFUTE,REFUTE,"Most of the 21,882 excess coronavirus fatalities in Spain as of April 14 were older than 74 years .",The peak of excess deaths occurred during the week of 27 March to 3 April .,True,False,True,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_13720,621,NOT_ENTITLED,REFUTE,REFUTE,20th Century Fox distributed films by DreamWorks Animation for over 4 years after the release of Rise of the Guardians .,This is the last film by DreamWorks Animation to be distributed by Paramount Pictures.,True,False,True,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_32588,435,NOT_ENTITLED,REFUTE,REFUTE,"On 26 February 2020 , there were 81,000 confirmed cases of coronavirus .","As of 25 February 2020 , around 80,995 cases have been confirmed , including in all provinces of China and forty other countries .",True,True,False,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_24847,673,NOT_ENTITLED,REFUTE,REFUTE,"After 11 October 2018 , See You Again had more than 21.6 million likes and more than 718,000 dislikes .","It has received over 21.7 million likes and over 720,000 dislikes as of October 11 , 2018 .",True,True,True,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_16646,50,NOT_ENTITLED,REFUTE,REFUTE,The film earned over $ 159 million by 18 March 2012 .,"As of March 18 , it has grossed $ 62,321,039 in US and Canada and $ 96,720,275 elsewhere biringing to a total of $ 159,041,314 worldwide .",True,True,False,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_31414,649,NOT_ENTITLED,REFUTE,REFUTE,The 2019-20 coronavirus pandemic case fatality rate varied significantly between countries with Italy showing the highest rate of 11.39 % .,"The case fatality rate was estimated to be 4per cent in China , but varies significantly between countries .",True,True,False,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_38340,656,NOT_ENTITLED,REFUTE,REFUTE,"On April 26 , 2020 , the confirmed cases of coronavirus were less than 4,650 in the state of Nevada .","As of April 27 , 2020 , 4,690 positive cases and 206 deaths have been reported in the state.",True,True,False,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_38225,404,NOT_ENTITLED,REFUTE,REFUTE,"On March 30 , 2020 , the confirmed cases of coronavirus in Nevada were more than 800 and the deaths were over 14 .","As of March 29 , 2020 , 738 positive cases and 14 deaths were reported in the state.",True,True,False,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_24674,273,NOT_ENTITLED,REFUTE,REFUTE,"Before 12 December 2018 , See You Again reported 3.9 billion views on YouTube .","As of December 12 , 2018 , the video has received over 3.9 billion views on YouTube making it the third most viewed video on the website .",True,True,True,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_29716,410,NOT_ENTITLED,REFUTE,REFUTE,"By mid-March , the number of COVID-19 deaths in Italy was more than the number recorded by China during the 2019-20 pandemic .","over 241,000 cases have been reported worldwide ; more than 9,900 people have died ; and over 88,000 have recovered.",True,True,True,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_24063,80,NOT_ENTITLED,REFUTE,REFUTE,"After September 1 , 2019 , See You Again reported 4.2 billion views on YouTube .","As of September 1 , 2019 , the video has received over 4.2 billion views on YouTube making it the third most viewed video on the website .",True,True,True,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_24654,543,NOT_ENTITLED,REFUTE,REFUTE,"Before 14 December 2018 , the video of `` See You Again '' had 3.9 billion views on YouTube .","As of December 14 , 2018 , the video has received over 3.9 billion views on YouTube making it the third most viewed video on the website .",True,True,True,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_9456,713,NOT_ENTITLED,REFUTE,REFUTE,"In A Serious Man , Dora was the wife of a Jewish man .","In a Polish shtetl in the early 20th century , a Jewish man tells his wife that he was helped on his way home by Traitle Groshkover , whom he has invited in for soup .",True,False,True,False,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_27357,154,NOT_ENTITLED,REFUTE,REFUTE,"Major outbreaks of coronavirus are in Mainland China , Europe , Iran , South Korea and the United States .","As of 18 March , more than 219,000 cases of COVID-19 have been reported in over 150 countries and territories , resulting in more than 8,900 deaths and 85,000 recoveries .",True,False,False,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_2754,367,NOT_ENTITLED,REFUTE,REFUTE,L & T Infrastructure Engineering Limited has more than 5 years of technical and managerial experience .,"The company enjoys complete freedom to set and pursue its goals , drawing , as and when required , on the technical and managerial resources of L & T Infrastructure Engineering Limited . *",True,False,True,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_20055,131,NOT_ENTITLED,REFUTE,REFUTE,"Duncan Ferguson scored a hat-trick of headers against Bolton Wanderers on December 28 , 1997 , the first such incident in the Premier League","On 28 December 1997 , Ferguson scored a hat-trick against Bolton Wanderers in a 3–2 victory , but Everton finished the season surviving relegation only on goal difference .",True,True,False,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_1470,361,NOT_ENTITLED,REFUTE,REFUTE,Resident Evil : The Final Chapter scored over 53 % based on less than 17 reviews .,"`` On Metacritic , which assigns a normalized rating , the film has a score 51 out of 100 , based on 17 critics , indicating `` '' mixed or average reviews '' '' . ''",True,False,False,True,False
false_REFUTE_on_NE,tals_vitaminc_validation_sample1000_validation_17406,299,NOT_ENTITLED,REFUTE,REFUTE,"Stella Artois could have gotten the nickname of `` Wife Beater '' because of the character Stella in the play A Streetcar Named Desire , who was abused by her drunken husband .","`` Stella Artois has been nicknamed `` '' Wife Beater '' '' in the United Kingdom , due to a perceived connection with aggression and binge drinking . ''",False,False,False,False,False
