source_row_id,item_role,primary_stratum,secondary_tags,stage176_cohort,intervention_family,native_frame_label,native_frame_prediction,native_frame_correct,independent_frame_judgment,pass1_confidence,gold_frame_assessment,intervention_validity,primary_semantic_phenomenon,diagnostic_failure_locus,recommended_data_action,pass2_confidence,repeat_consistency,matched_control_source_id,matched_control_primary_stratum,matched_control_taxonomy,stage179_diagnostic_class,stage179_centroid_prediction,stage179_centroid_correct,stage179_frame_logit,stage179_head_direction_projection,data_priority_score,model_priority_score,classification_reason
generated_fact_225__location_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_089__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.45049211382865906,-0.8279837965965271,6,5,predeclared_stratum_conditions_met
generated_fact_227__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_227__title_name_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,title_name_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,title_name_identity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_039__title_name_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""title_name_identity"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.3468741476535797,-0.6505128145217896,6,5,predeclared_stratum_conditions_met
generated_fact_230__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_257__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.455825537443161,-0.83711838722229,7,3,predeclared_stratum_conditions_met
generated_fact_230__role_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,role_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,role_relation,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_176__role_swap,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""role_relation"", ""recommended_data_action"": ""redesign_intervention""}",both_correct,0,True,-0.42886024713516235,-0.790934145450592,7,3,predeclared_stratum_conditions_met
generated_fact_230__title_name_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,title_name_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,title_name_identity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_080__title_name_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""title_name_identity"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.19951178133487701,-0.39811912178993225,6,5,predeclared_stratum_conditions_met
generated_fact_238__location_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_073__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.22242246568202972,-0.4373593330383301,6,5,predeclared_stratum_conditions_met
generated_fact_240__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_166__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.23256896436214447,-0.4547373950481415,7,3,predeclared_stratum_conditions_met
generated_fact_257__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_262__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_285__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.03357614204287529,-0.11391416937112808,7,3,predeclared_stratum_conditions_met
generated_fact_271__location_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_039__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.31030264496803284,-0.587875247001648,6,5,predeclared_stratum_conditions_met
generated_fact_271__role_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,role_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,role_relation,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_221__role_swap,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""role_relation"", ""recommended_data_action"": ""redesign_intervention""}",both_correct,0,True,-0.21598473191261292,-0.42633315920829773,7,3,predeclared_stratum_conditions_met
generated_fact_273__location_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_075__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.490130752325058,-0.8958746194839478,6,5,predeclared_stratum_conditions_met
generated_fact_274__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_297__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.2241073101758957,-0.4402449131011963,7,3,predeclared_stratum_conditions_met
generated_fact_285__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_287__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_161__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.33283570408821106,-0.6264687180519104,7,3,predeclared_stratum_conditions_met
generated_fact_297__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_300__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_078__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.6395556926727295,-1.1518008708953857,7,3,predeclared_stratum_conditions_met
language_program__paraphrase,hard,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""MODEL_REPRESENTATION_CANDIDATE"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,paraphrase,1,0,False,compatible,5,gold_consistent,clean_single_axis_edit,lexical_or_surface_artifact,input_representation_insensitivity,retain_as_diagnostic_only,4,exact,generated_fact_075__paraphrase,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""lexical_or_surface_artifact"", ""recommended_data_action"": ""keep_unchanged""}",representation_failure,0,False,-0.6545320153236389,-1.177451491355896,0,6,predeclared_stratum_conditions_met
museum_purchase__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
museum_purchase__none,hard,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,"[""LABEL_ADJUDICATION_REQUIRED"", ""MODEL_REPRESENTATION_CANDIDATE"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,none,1,0,False,compatible,5,gold_consistent,canonical_control,other,input_representation_insensitivity,retain_as_diagnostic_only,4,exact,generated_fact_115__none,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""canonical_control"", ""primary_semantic_phenomenon"": ""other"", ""recommended_data_action"": ""keep_unchanged""}",representation_failure,0,False,-0.4341762363910675,-0.8000388145446777,0,7,predeclared_stratum_conditions_met
orion_approval__location_swap,hard,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,"[""LABEL_ADJUDICATION_REQUIRED"", ""MODEL_FINAL_BOUNDARY_CANDIDATE"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,downstream_final_boundary,retain_as_diagnostic_only,4,exact,museum_purchase__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.4795682728290558,-0.8777838945388794,0,7,predeclared_stratum_conditions_met
reef_protection__location_swap,hard,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,"[""LABEL_ADJUDICATION_REQUIRED"", ""MODEL_READOUT_CANDIDATE"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,1,False,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,head_direction_or_readout,retain_as_diagnostic_only,4,exact,generated_fact_055__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",readout_alignment_candidate,0,True,0.09144534170627594,0.10021552443504333,0,6,predeclared_stratum_conditions_met
reef_protection__none,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,none,1,1,True,compatible,5,gold_consistent,canonical_control,other,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
satellite_launch__event_swap,hard,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,"[""HARD_EVENT_IDENTITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""MODEL_FINAL_BOUNDARY_CANDIDATE"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,event_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,event_identity,downstream_final_boundary,retain_as_diagnostic_only,4,exact,generated_fact_146__event_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""event_identity"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.24920271337032318,-0.4832267761230469,0,6,predeclared_stratum_conditions_met
satellite_launch__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
satellite_launch__none,hard,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,"[""LABEL_ADJUDICATION_REQUIRED"", ""MODEL_REPRESENTATION_CANDIDATE"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,none,1,0,False,compatible,5,gold_consistent,canonical_control,other,input_representation_insensitivity,retain_as_diagnostic_only,4,exact,generated_fact_083__none,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""canonical_control"", ""primary_semantic_phenomenon"": ""other"", ""recommended_data_action"": ""keep_unchanged""}",representation_failure,0,False,-0.43736767768859863,-0.8055051565170288,0,7,predeclared_stratum_conditions_met
