pair_id,canonical_none_row_id,paraphrase_row_id,polarity_flip_row_id,canonical_final_label,paraphrase_final_label,polarity_flip_final_label,canonical_claim,paraphrase_claim,polarity_flip_claim,canonical_evidence,paraphrase_evidence,polarity_flip_evidence,canonical_grammar_status,paraphrase_grammar_status,polarity_flip_grammar_status,canonical_reason_codes,paraphrase_reason_codes,polarity_flip_reason_codes,canonical_claim_text_diff_summary,paraphrase_claim_text_diff_summary,polarity_flip_claim_text_diff_summary,canonical_evidence_text_diff_summary,paraphrase_evidence_text_diff_summary,polarity_flip_evidence_text_diff_summary,automatic_root_cause_class,automatic_evidence,human_canonical_semantics,human_paraphrase_semantics,human_polarity_flip_semantics,human_grammar_validity,human_authority_decision,human_notes
generated_fact_182,generated_fact_182__none,generated_fact_182__paraphrase,generated_fact_182__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, delivered the Meridian initiative 182 in Horizon Plains during March.","Dr Helena Wu, the research lead, delivered the Meridian initiative 182 in Horizon Plains during March.","Dr Helena Wu, the research lead, delivered the Meridian initiative 182 in Horizon Plains during March.","Dr Helena Wu, the research lead, did not delivered the Meridian initiative 182 in Horizon Plains during March.","During March in Horizon Plains, Dr Helena Wu acting as research lead did not delivered the Meridian initiative 182.","Dr Helena Wu, the research lead, delivered the Meridian initiative 182 in Horizon Plains during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_183,generated_fact_183__none,generated_fact_183__paraphrase,generated_fact_183__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Ismail Kaya, the regional coordinator, opened the Meridian initiative 183 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, opened the Meridian initiative 183 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, opened the Meridian initiative 183 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, did not opened the Meridian initiative 183 in Aurora City during May.","During May in Aurora City, Professor Ismail Kaya acting as regional coordinator did not opened the Meridian initiative 183.","Professor Ismail Kaya, the regional coordinator, opened the Meridian initiative 183 in Aurora City during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_184,generated_fact_184__none,generated_fact_184__paraphrase,generated_fact_184__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, selected the Meridian initiative 184 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, selected the Meridian initiative 184 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, selected the Meridian initiative 184 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, did not selected the Meridian initiative 184 in Beacon Harbor during July.","During July in Beacon Harbor, Minister Julia Novak acting as operations chief did not selected the Meridian initiative 184.","Minister Julia Novak, the operations chief, selected the Meridian initiative 184 in Beacon Harbor during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_185,generated_fact_185__none,generated_fact_185__paraphrase,generated_fact_185__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, approved the Meridian initiative 185 in Cedar Point during September.","Engineer Kwame Adu, the project curator, approved the Meridian initiative 185 in Cedar Point during September.","Engineer Kwame Adu, the project curator, approved the Meridian initiative 185 in Cedar Point during September.","Engineer Kwame Adu, the project curator, did not approved the Meridian initiative 185 in Cedar Point during September.","During September in Cedar Point, Engineer Kwame Adu acting as project curator did not approved the Meridian initiative 185.","Engineer Kwame Adu, the project curator, approved the Meridian initiative 185 in Cedar Point during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_187,generated_fact_187__none,generated_fact_187__paraphrase,generated_fact_187__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, restored the Meridian initiative 187 in Elm Valley during January.","Director Avery Stone, the program director, restored the Meridian initiative 187 in Elm Valley during January.","Director Avery Stone, the program director, restored the Meridian initiative 187 in Elm Valley during January.","Director Avery Stone, the program director, did not restored the Meridian initiative 187 in Elm Valley during January.","During January in Elm Valley, Director Avery Stone acting as program director did not restored the Meridian initiative 187.","Director Avery Stone, the program director, restored the Meridian initiative 187 in Elm Valley during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_188,generated_fact_188__none,generated_fact_188__paraphrase,generated_fact_188__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, published the Meridian initiative 188 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, published the Meridian initiative 188 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, published the Meridian initiative 188 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, did not published the Meridian initiative 188 in Falcon Ridge during March.","During March in Falcon Ridge, Dr Bianca Flores acting as research lead did not published the Meridian initiative 188.","Dr Bianca Flores, the research lead, published the Meridian initiative 188 in Falcon Ridge during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_189,generated_fact_189__none,generated_fact_189__paraphrase,generated_fact_189__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Chidi Eze, the regional coordinator, delivered the Meridian initiative 189 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, delivered the Meridian initiative 189 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, delivered the Meridian initiative 189 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, did not delivered the Meridian initiative 189 in Granite Coast during May.","During May in Granite Coast, Professor Chidi Eze acting as regional coordinator did not delivered the Meridian initiative 189.","Professor Chidi Eze, the regional coordinator, delivered the Meridian initiative 189 in Granite Coast during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_190,generated_fact_190__none,generated_fact_190__paraphrase,generated_fact_190__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Daria Volkova, the operations chief, opened the Meridian initiative 190 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, opened the Meridian initiative 190 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, opened the Meridian initiative 190 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, did not opened the Meridian initiative 190 in Horizon Plains during July.","During July in Horizon Plains, Minister Daria Volkova acting as operations chief did not opened the Meridian initiative 190.","Minister Daria Volkova, the operations chief, opened the Meridian initiative 190 in Horizon Plains during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_191,generated_fact_191__none,generated_fact_191__paraphrase,generated_fact_191__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Ethan Brooks, the project curator, selected the Meridian initiative 191 in Aurora City during September.","Engineer Ethan Brooks, the project curator, selected the Meridian initiative 191 in Aurora City during September.","Engineer Ethan Brooks, the project curator, selected the Meridian initiative 191 in Aurora City during September.","Engineer Ethan Brooks, the project curator, did not selected the Meridian initiative 191 in Aurora City during September.","During September in Aurora City, Engineer Ethan Brooks acting as project curator did not selected the Meridian initiative 191.","Engineer Ethan Brooks, the project curator, selected the Meridian initiative 191 in Aurora City during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_192,generated_fact_192__none,generated_fact_192__paraphrase,generated_fact_192__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Farah Qureshi, the technical adviser, approved the Meridian initiative 192 in Beacon Harbor during November.","Coordinator Farah Qureshi, the technical adviser, approved the Meridian initiative 192 in Beacon Harbor during November.","Coordinator Farah Qureshi, the technical adviser, approved the Meridian initiative 192 in Beacon Harbor during November.","Coordinator Farah Qureshi, the technical adviser, did not approved the Meridian initiative 192 in Beacon Harbor during November.","During November in Beacon Harbor, Coordinator Farah Qureshi acting as technical adviser did not approved the Meridian initiative 192.","Coordinator Farah Qureshi, the technical adviser, approved the Meridian initiative 192 in Beacon Harbor during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_193,generated_fact_193__none,generated_fact_193__paraphrase,generated_fact_193__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Gabriel Costa, the program director, launched the Meridian initiative 193 in Cedar Point during January.","Director Gabriel Costa, the program director, launched the Meridian initiative 193 in Cedar Point during January.","Director Gabriel Costa, the program director, launched the Meridian initiative 193 in Cedar Point during January.","Director Gabriel Costa, the program director, did not launched the Meridian initiative 193 in Cedar Point during January.","During January in Cedar Point, Director Gabriel Costa acting as program director did not launched the Meridian initiative 193.","Director Gabriel Costa, the program director, launched the Meridian initiative 193 in Cedar Point during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_194,generated_fact_194__none,generated_fact_194__paraphrase,generated_fact_194__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, restored the Meridian initiative 194 in Delta Bay during March.","Dr Helena Wu, the research lead, restored the Meridian initiative 194 in Delta Bay during March.","Dr Helena Wu, the research lead, restored the Meridian initiative 194 in Delta Bay during March.","Dr Helena Wu, the research lead, did not restored the Meridian initiative 194 in Delta Bay during March.","During March in Delta Bay, Dr Helena Wu acting as research lead did not restored the Meridian initiative 194.","Dr Helena Wu, the research lead, restored the Meridian initiative 194 in Delta Bay during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_196,generated_fact_196__none,generated_fact_196__paraphrase,generated_fact_196__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, delivered the Meridian initiative 196 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 196 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 196 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, did not delivered the Meridian initiative 196 in Falcon Ridge during July.","During July in Falcon Ridge, Minister Julia Novak acting as operations chief did not delivered the Meridian initiative 196.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 196 in Falcon Ridge during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_197,generated_fact_197__none,generated_fact_197__paraphrase,generated_fact_197__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, opened the Meridian initiative 197 in Granite Coast during September.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 197 in Granite Coast during September.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 197 in Granite Coast during September.","Engineer Kwame Adu, the project curator, did not opened the Meridian initiative 197 in Granite Coast during September.","During September in Granite Coast, Engineer Kwame Adu acting as project curator did not opened the Meridian initiative 197.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 197 in Granite Coast during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_198,generated_fact_198__none,generated_fact_198__paraphrase,generated_fact_198__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 198 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 198 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 198 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, did not selected the Meridian initiative 198 in Horizon Plains during November.","During November in Horizon Plains, Coordinator Lucia Romano acting as technical adviser did not selected the Meridian initiative 198.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 198 in Horizon Plains during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_199,generated_fact_199__none,generated_fact_199__paraphrase,generated_fact_199__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, approved the Meridian initiative 199 in Aurora City during January.","Director Avery Stone, the program director, approved the Meridian initiative 199 in Aurora City during January.","Director Avery Stone, the program director, approved the Meridian initiative 199 in Aurora City during January.","Director Avery Stone, the program director, did not approved the Meridian initiative 199 in Aurora City during January.","During January in Aurora City, Director Avery Stone acting as program director did not approved the Meridian initiative 199.","Director Avery Stone, the program director, approved the Meridian initiative 199 in Aurora City during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_200,generated_fact_200__none,generated_fact_200__paraphrase,generated_fact_200__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, launched the Meridian initiative 200 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, launched the Meridian initiative 200 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, launched the Meridian initiative 200 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, did not launched the Meridian initiative 200 in Beacon Harbor during March.","During March in Beacon Harbor, Dr Bianca Flores acting as research lead did not launched the Meridian initiative 200.","Dr Bianca Flores, the research lead, launched the Meridian initiative 200 in Beacon Harbor during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_201,generated_fact_201__none,generated_fact_201__paraphrase,generated_fact_201__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Chidi Eze, the regional coordinator, restored the Meridian initiative 201 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, restored the Meridian initiative 201 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, restored the Meridian initiative 201 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, did not restored the Meridian initiative 201 in Cedar Point during May.","During May in Cedar Point, Professor Chidi Eze acting as regional coordinator did not restored the Meridian initiative 201.","Professor Chidi Eze, the regional coordinator, restored the Meridian initiative 201 in Cedar Point during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_202,generated_fact_202__none,generated_fact_202__paraphrase,generated_fact_202__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Daria Volkova, the operations chief, published the Meridian initiative 202 in Delta Bay during July.","Minister Daria Volkova, the operations chief, published the Meridian initiative 202 in Delta Bay during July.","Minister Daria Volkova, the operations chief, published the Meridian initiative 202 in Delta Bay during July.","Minister Daria Volkova, the operations chief, did not published the Meridian initiative 202 in Delta Bay during July.","During July in Delta Bay, Minister Daria Volkova acting as operations chief did not published the Meridian initiative 202.","Minister Daria Volkova, the operations chief, published the Meridian initiative 202 in Delta Bay during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_203,generated_fact_203__none,generated_fact_203__paraphrase,generated_fact_203__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Ethan Brooks, the project curator, delivered the Meridian initiative 203 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, delivered the Meridian initiative 203 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, delivered the Meridian initiative 203 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, did not delivered the Meridian initiative 203 in Elm Valley during September.","During September in Elm Valley, Engineer Ethan Brooks acting as project curator did not delivered the Meridian initiative 203.","Engineer Ethan Brooks, the project curator, delivered the Meridian initiative 203 in Elm Valley during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_204,generated_fact_204__none,generated_fact_204__paraphrase,generated_fact_204__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 204 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 204 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 204 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, did not opened the Meridian initiative 204 in Falcon Ridge during November.","During November in Falcon Ridge, Coordinator Farah Qureshi acting as technical adviser did not opened the Meridian initiative 204.","Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 204 in Falcon Ridge during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_205,generated_fact_205__none,generated_fact_205__paraphrase,generated_fact_205__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Gabriel Costa, the program director, selected the Meridian initiative 205 in Granite Coast during January.","Director Gabriel Costa, the program director, selected the Meridian initiative 205 in Granite Coast during January.","Director Gabriel Costa, the program director, selected the Meridian initiative 205 in Granite Coast during January.","Director Gabriel Costa, the program director, did not selected the Meridian initiative 205 in Granite Coast during January.","During January in Granite Coast, Director Gabriel Costa acting as program director did not selected the Meridian initiative 205.","Director Gabriel Costa, the program director, selected the Meridian initiative 205 in Granite Coast during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
